Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Hyperthyroidism,muscle_weakness,restlessness,sweating,fatigue,excessive_hunger,weight_loss,mood_swings,enlarged_thyroid,diarrhoea,fast_heart_rate,,,,,,,
Hyperthyroidism,excessive_hunger,sweating,muscle_weakness,diarrhoea,fast_heart_rate,restlessness,enlarged_thyroid,fatigue,mood_swings,,,,,,,,
Hyperthyroidism,restlessness,muscle_weakness,enlarged_thyroid,mood_swings,diarrhoea,fast_heart_rate,fatigue,excessive_hunger,weight_loss,,,,,,,,
Hyperthyroidism,weight_loss,mood_swings,enlarged_thyroid,excessive_hunger,fast_heart_rate,fatigue,muscle_weakness,,,,,,,,,,
Hyperthyroidism,diarrhoea,restlessness,enlarged_thyroid,excessive_hunger,fast_heart_rate,fatigue,weight_loss,muscle_weakness,sweating,,,,,,,,
Hyperthyroidism,fatigue,diarrhoea,weight_loss,restlessness,mood_swings,enlarged_thyroid,muscle_weakness,fast_heart_rate,sweating,excessive_hunger,,,,,,,
Hyperthyroidism,weight_loss,enlarged_thyroid,excessive_hunger,diarrhoea,restlessness,muscle_weakness,fast_heart_rate,fatigue,mood_swings,sweating,,,,,,,
Hyperthyroidism,muscle_weakness,weight_loss,fatigue,fast_heart_rate,mood_swings,excessive_hunger,restlessness,enlarged_thyroid,diarrhoea,,,,,,,,
Hyperthyroidism,weight_loss,fatigue,muscle_weakness,mood_swings,sweating,diarrhoea,restlessness,fast_heart_rate,excessive_hunger,,,,,,,,
Hyperthyroidism,fast_heart_rate,fatigue,excessive_hunger,diarrhoea,weight_loss,muscle_weakness,sweating,mood_swings,,,,,,,,,
Hyperthyroidism,mood_swings,enlarged_thyroid,restlessness,muscle_weakness,fast_heart_rate,weight_loss,sweating,,,,,,,,,,
Hyperthyroidism,excessive_hunger,restlessness,fast_heart_rate,enlarged_thyroid,diarrhoea,fatigue,muscle_weakness,weight_loss,mood_swings,sweating,,,,,,,
Hyperthyroidism,sweating,diarrhoea,fatigue,restlessness,muscle_weakness,enlarged_thyroid,fast_heart_rate,,,,,,,,,,
Hyperthyroidism,enlarged_thyroid,restlessness,diarrhoea,fast_heart_rate,sweating,mood_swings,excessive_hunger,muscle_weakness,weight_loss,fatigue,,,,,,,
Hyperthyroidism,muscle_weakness,sweating,fast_heart_rate,weight_loss,fatigue,excessive_hunger,mood_swings,diarrhoea,,,,,,,,,
Hyperthyroidism,enlarged_thyroid,restlessness,fast_heart_rate,fatigue,excessive_hunger,muscle_weakness,sweating,mood_swings,,,,,,,,,
Hyperthyroidism,fatigue,excessive_hunger,sweating,fast_heart_rate,enlarged_thyroid,muscle_weakness,restlessness,weight_loss,diarrhoea,mood_swings,,,,,,,
Hyperthyroidism,restlessness,fast_heart_rate,diarrhoea,mood_swings,sweating,excessive_hunger,fatigue,,,,,,,,,,
Hyperthyroidism,mood_swings,diarrhoea,restlessness,enlarged_thyroid,fatigue,excessive_hunger,muscle_weakness,weight_loss,fast_heart_rate,sweating,,,,,,,
Hyperthyroidism,sweating,fast_heart_rate,weight_loss,restlessness,mood_swings,diarrhoea,enlarged_thyroid,fatigue,muscle_weakness,,,,,,,,
Hyperthyroidism,excessive_hunger,muscle_weakness,mood_swings,fatigue,enlarged_thyroid,fast_heart_rate,sweating,restlessness,weight_loss,,,,,,,,
Hyperthyroidism,weight_loss,mood_swings,enlarged_thyroid,muscle_weakness,fatigue,sweating,restlessness,fast_heart_rate,diarrhoea,,,,,,,,
Hyperthyroidism,muscle_weakness,sweating,mood_swings,weight_loss,fatigue,fast_heart_rate,enlarged_thyroid,restlessness,diarrhoea,excessive_hunger,,,,,,,
Hyperthyroidism,muscle_weakness,mood_swings,excessive_hunger,enlarged_thyroid,fast_heart_rate,weight_loss,diarrhoea,,,,,,,,,,
Hyperthyroidism,enlarged_thyroid,diarrhoea,fatigue,weight_loss,restlessness,excessive_hunger,muscle_weakness,fast_heart_rate,,,,,,,,,
Hyperthyroidism,restlessness,weight_loss,muscle_weakness,sweating,diarrhoea,enlarged_thyroid,fatigue,excessive_hunger,fast_heart_rate,mood_swings,,,,,,,
Hyperthyroidism,fast_heart_rate,diarrhoea,excessive_hunger,mood_swings,fatigue,enlarged_thyroid,restlessness,sweating,weight_loss,muscle_weakness,,,,,,,
Hyperthyroidism,diarrhoea,muscle_weakness,fast_heart_rate,excessive_hunger,fatigue,weight_loss,restlessness,,,,,,,,,,
Hyperthyroidism,weight_loss,mood_swings,excessive_hunger,sweating,enlarged_thyroid,restlessness,fast_heart_rate,,,,,,,,,,
Hyperthyroidism,mood_swings,fatigue,diarrhoea,muscle_weakness,weight_loss,sweating,restlessness,fast_heart_rate,excessive_hunger,,,,,,,,
Hyperthyroidism,fatigue,sweating,weight_loss,diarrhoea,enlarged_thyroid,restlessness,mood_swings,,,,,,,,,,
Hyperthyroidism,diarrhoea,fast_heart_rate,mood_swings,sweating,weight_loss,fatigue,restlessness,enlarged_thyroid,muscle_weakness,,,,,,,,
Hyperthyroidism,fatigue,muscle_weakness,sweating,weight_loss,mood_swings,excessive_hunger,diarrhoea,fast_heart_rate,enlarged_thyroid,restlessness,,,,,,,
Hyperthyroidism,mood_swings,sweating,diarrhoea,weight_loss,fatigue,muscle_weakness,excessive_hunger,,,,,,,,,,
Hyperthyroidism,restlessness,fatigue,sweating,weight_loss,enlarged_thyroid,diarrhoea,excessive_hunger,,,,,,,,,,
Hyperthyroidism,excessive_hunger,sweating,mood_swings,restlessness,fatigue,weight_loss,fast_heart_rate,diarrhoea,enlarged_thyroid,,,,,,,,
Hyperthyroidism,fatigue,weight_loss,mood_swings,muscle_weakness,sweating,fast_heart_rate,diarrhoea,enlarged_thyroid,restlessness,,,,,,,,
Hyperthyroidism,diarrhoea,fast_heart_rate,mood_swings,weight_loss,enlarged_thyroid,sweating,muscle_weakness,fatigue,restlessness,excessive_hunger,,,,,,,
Hyperthyroidism,muscle_weakness,mood_swings,fatigue,restlessness,excessive_hunger,diarrhoea,sweating,weight_loss,,,,,,,,,
Hyperthyroidism,fast_heart_rate,fatigue,sweating,enlarged_thyroid,diarrhoea,mood_swings,restlessness,weight_loss,,,,,,,,,
Hyperthyroidism,fatigue,fast_heart_rate,restlessness,sweating,diarrhoea,enlarged_thyroid,mood_swings,weight_loss,,,,,,,,,
Hyperthyroidism,diarrhoea,weight_loss,fast_heart_rate,sweating,restlessness,enlarged_thyroid,excessive_hunger,mood_swings,fatigue,,,,,,,,
Hyperthyroidism,fast_heart_rate,sweating,enlarged_thyroid,fatigue,muscle_weakness,restlessness,mood_swings,,,,,,,,,,
Hyperthyroidism,weight_loss,muscle_weakness,mood_swings,diarrhoea,enlarged_thyroid,fast_heart_rate,fatigue,restlessness,excessive_hunger,,,,,,,,
Hyperthyroidism,mood_swings,fast_heart_rate,weight_loss,muscle_weakness,enlarged_thyroid,fatigue,sweating,,,,,,,,,,
Hyperthyroidism,mood_swings,fatigue,fast_heart_rate,excessive_hunger,weight_loss,muscle_weakness,restlessness,enlarged_thyroid,,,,,,,,,
Hyperthyroidism,mood_swings,diarrhoea,excessive_hunger,restlessness,fast_heart_rate,sweating,weight_loss,muscle_weakness,,,,,,,,,
Urinary tract infection,spotting_urination,continuous_feel_of_urine,foul_smell_ofurine,,,,,,,,,,,,,,
Urinary tract infection,spotting_urination,continuous_feel_of_urine,foul_smell_ofurine,bladder_discomfort,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,burning_micturition,spotting_urination,continuous_feel_of_urine,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,spotting_urination,burning_micturition,bladder_discomfort,continuous_feel_of_urine,,,,,,,,,,,,
Urinary tract infection,spotting_urination,foul_smell_ofurine,burning_micturition,continuous_feel_of_urine,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,continuous_feel_of_urine,burning_micturition,,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,foul_smell_ofurine,bladder_discomfort,continuous_feel_of_urine,spotting_urination,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,spotting_urination,foul_smell_ofurine,burning_micturition,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,continuous_feel_of_urine,spotting_urination,burning_micturition,,,,,,,,,,,,,
Urinary tract infection,spotting_urination,foul_smell_ofurine,burning_micturition,bladder_discomfort,continuous_feel_of_urine,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,spotting_urination,bladder_discomfort,burning_micturition,continuous_feel_of_urine,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,continuous_feel_of_urine,foul_smell_ofurine,burning_micturition,,,,,,,,,,,,,
Urinary tract infection,continuous_feel_of_urine,bladder_discomfort,foul_smell_ofurine,spotting_urination,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,continuous_feel_of_urine,,,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,continuous_feel_of_urine,burning_micturition,,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,burning_micturition,continuous_feel_of_urine,,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,foul_smell_ofurine,,,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,foul_smell_ofurine,continuous_feel_of_urine,bladder_discomfort,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,foul_smell_ofurine,,,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,spotting_urination,continuous_feel_of_urine,foul_smell_ofurine,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,foul_smell_ofurine,spotting_urination,continuous_feel_of_urine,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,burning_micturition,spotting_urination,,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,spotting_urination,bladder_discomfort,continuous_feel_of_urine,,,,,,,,,,,,,
Urinary tract infection,spotting_urination,foul_smell_ofurine,bladder_discomfort,burning_micturition,continuous_feel_of_urine,,,,,,,,,,,,
Urinary tract infection,continuous_feel_of_urine,spotting_urination,,,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,burning_micturition,continuous_feel_of_urine,,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,burning_micturition,continuous_feel_of_urine,spotting_urination,bladder_discomfort,,,,,,,,,,,,
Urinary tract infection,spotting_urination,continuous_feel_of_urine,foul_smell_ofurine,,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,bladder_discomfort,,,,,,,,,,,,,,,
Urinary tract infection,continuous_feel_of_urine,foul_smell_ofurine,,,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,foul_smell_ofurine,,,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,bladder_discomfort,,,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,foul_smell_ofurine,bladder_discomfort,,,,,,,,,,,,,,
Urinary tract infection,continuous_feel_of_urine,spotting_urination,bladder_discomfort,burning_micturition,,,,,,,,,,,,,
Urinary tract infection,spotting_urination,foul_smell_ofurine,continuous_feel_of_urine,burning_micturition,bladder_discomfort,,,,,,,,,,,,
Urinary tract infection,continuous_feel_of_urine,bladder_discomfort,burning_micturition,,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,continuous_feel_of_urine,spotting_urination,burning_micturition,foul_smell_ofurine,,,,,,,,,,,,
Urinary tract infection,continuous_feel_of_urine,burning_micturition,,,,,,,,,,,,,,,
Urinary tract infection,spotting_urination,continuous_feel_of_urine,burning_micturition,bladder_discomfort,,,,,,,,,,,,,
Urinary tract infection,spotting_urination,continuous_feel_of_urine,,,,,,,,,,,,,,,
Urinary tract infection,spotting_urination,continuous_feel_of_urine,foul_smell_ofurine,,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,foul_smell_ofurine,continuous_feel_of_urine,bladder_discomfort,spotting_urination,,,,,,,,,,,,
Urinary tract infection,spotting_urination,bladder_discomfort,,,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,spotting_urination,bladder_discomfort,burning_micturition,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,continuous_feel_of_urine,burning_micturition,,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,burning_micturition,continuous_feel_of_urine,,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,burning_micturition,continuous_feel_of_urine,,,,,,,,,,,,,,
Urinary tract infection,spotting_urination,burning_micturition,foul_smell_ofurine,,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,foul_smell_ofurine,continuous_feel_of_urine,bladder_discomfort,spotting_urination,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,spotting_urination,bladder_discomfort,burning_micturition,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,spotting_urination,bladder_discomfort,continuous_feel_of_urine,burning_micturition,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,spotting_urination,continuous_feel_of_urine,burning_micturition,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,bladder_discomfort,spotting_urination,,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,continuous_feel_of_urine,bladder_discomfort,foul_smell_ofurine,spotting_urination,,,,,,,,,,,,
Urinary tract infection,continuous_feel_of_urine,burning_micturition,bladder_discomfort,,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,spotting_urination,burning_micturition,bladder_discomfort,continuous_feel_of_urine,,,,,,,,,,,,
Urinary tract infection,spotting_urination,burning_micturition,bladder_discomfort,,,,,,,,,,,,,,
Urinary tract infection,spotting_urination,burning_micturition,,,,,,,,,,,,,,,
Urinary tract infection,continuous_feel_of_urine,burning_micturition,spotting_urination,bladder_discomfort,,,,,,,,,,,,,
Urinary tract infection,continuous_feel_of_urine,spotting_urination,burning_micturition,bladder_discomfort,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,spotting_urination,burning_micturition,bladder_discomfort,continuous_feel_of_urine,,,,,,,,,,,,
Urinary tract infection,continuous_feel_of_urine,foul_smell_ofurine,burning_micturition,,,,,,,,,,,,,,
Urinary tract infection,continuous_feel_of_urine,burning_micturition,bladder_discomfort,spotting_urination,foul_smell_ofurine,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,continuous_feel_of_urine,burning_micturition,,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,continuous_feel_of_urine,,,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,continuous_feel_of_urine,,,,,,,,,,,,,,,
Urinary tract infection,spotting_urination,burning_micturition,foul_smell_ofurine,bladder_discomfort,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,foul_smell_ofurine,bladder_discomfort,spotting_urination,continuous_feel_of_urine,,,,,,,,,,,,
Urinary tract infection,spotting_urination,bladder_discomfort,,,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,burning_micturition,bladder_discomfort,spotting_urination,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,spotting_urination,burning_micturition,continuous_feel_of_urine,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,foul_smell_ofurine,continuous_feel_of_urine,burning_micturition,spotting_urination,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,burning_micturition,spotting_urination,,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,burning_micturition,bladder_discomfort,spotting_urination,continuous_feel_of_urine,,,,,,,,,,,,
Urinary tract infection,burning_micturition,continuous_feel_of_urine,,,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,spotting_urination,,,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,continuous_feel_of_urine,burning_micturition,spotting_urination,foul_smell_ofurine,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,continuous_feel_of_urine,bladder_discomfort,,,,,,,,,,,,,,
Urinary tract infection,spotting_urination,foul_smell_ofurine,,,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,spotting_urination,foul_smell_ofurine,,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,bladder_discomfort,spotting_urination,continuous_feel_of_urine,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,continuous_feel_of_urine,bladder_discomfort,spotting_urination,foul_smell_ofurine,,,,,,,,,,,,
Urinary tract infection,spotting_urination,continuous_feel_of_urine,foul_smell_ofurine,bladder_discomfort,burning_micturition,,,,,,,,,,,,
Urinary tract infection,continuous_feel_of_urine,spotting_urination,,,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,continuous_feel_of_urine,spotting_urination,,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,foul_smell_ofurine,,,,,,,,,,,,,,,
Urinary tract infection,continuous_feel_of_urine,burning_micturition,bladder_discomfort,foul_smell_ofurine,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,spotting_urination,continuous_feel_of_urine,foul_smell_ofurine,,,,,,,,,,,,,
Urinary tract infection,spotting_urination,continuous_feel_of_urine,foul_smell_ofurine,burning_micturition,bladder_discomfort,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,spotting_urination,burning_micturition,continuous_feel_of_urine,foul_smell_ofurine,,,,,,,,,,,,
Urinary tract infection,continuous_feel_of_urine,bladder_discomfort,foul_smell_ofurine,burning_micturition,spotting_urination,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,spotting_urination,burning_micturition,continuous_feel_of_urine,foul_smell_ofurine,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,foul_smell_ofurine,burning_micturition,,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,continuous_feel_of_urine,,,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,burning_micturition,,,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,foul_smell_ofurine,burning_micturition,spotting_urination,continuous_feel_of_urine,,,,,,,,,,,,
Urinary tract infection,burning_micturition,spotting_urination,foul_smell_ofurine,continuous_feel_of_urine,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,spotting_urination,foul_smell_ofurine,burning_micturition,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,foul_smell_ofurine,,,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,foul_smell_ofurine,spotting_urination,continuous_feel_of_urine,burning_micturition,,,,,,,,,,,,
Urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,continuous_feel_of_urine,foul_smell_ofurine,,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,burning_micturition,bladder_discomfort,,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_ofurine,continuous_feel_of_urine,,,,,,,,,,,,,
Urinary tract infection,spotting_urination,continuous_feel_of_urine,burning_micturition,bladder_discomfort,,,,,,,,,,,,,
Urinary tract infection,spotting_urination,bladder_discomfort,foul_smell_ofurine,continuous_feel_of_urine,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,spotting_urination,,,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,continuous_feel_of_urine,foul_smell_ofurine,,,,,,,,,,,,,,
Urinary tract infection,continuous_feel_of_urine,foul_smell_ofurine,bladder_discomfort,burning_micturition,spotting_urination,,,,,,,,,,,,
Urinary tract infection,spotting_urination,burning_micturition,bladder_discomfort,,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,spotting_urination,burning_micturition,,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,spotting_urination,burning_micturition,foul_smell_ofurine,continuous_feel_of_urine,,,,,,,,,,,,
Urinary tract infection,burning_micturition,foul_smell_ofurine,,,,,,,,,,,,,,,
Urinary tract infection,foul_smell_ofurine,burning_micturition,spotting_urination,bladder_discomfort,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,spotting_urination,,,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,continuous_feel_of_urine,bladder_discomfort,,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,foul_smell_ofurine,,,,,,,,,,,,,,,
Urinary tract infection,continuous_feel_of_urine,spotting_urination,,,,,,,,,,,,,,,
Urinary tract infection,spotting_urination,foul_smell_ofurine,,,,,,,,,,,,,,,
Varicose veins,obesity,swollen_blood_vessels,prominent_veins_on_calf,bruising,swollen_legs,cramps,,,,,,,,,,,
Varicose veins,swollen_blood_vessels,obesity,fatigue,cramps,,,,,,,,,,,,,
Varicose veins,bruising,swollen_legs,prominent_veins_on_calf,cramps,fatigue,swollen_blood_vessels,obesity,,,,,,,,,,
Varicose veins,prominent_veins_on_calf,fatigue,swollen_legs,bruising,,,,,,,,,,,,,
Varicose veins,swollen_legs,bruising,cramps,prominent_veins_on_calf,,,,,,,,,,,,,
Varicose veins,swollen_legs,obesity,bruising,fatigue,prominent_veins_on_calf,swollen_blood_vessels,cramps,,,,,,,,,,
Varicose veins,cramps,swollen_blood_vessels,prominent_veins_on_calf,swollen_legs,bruising,,,,,,,,,,,,
Varicose veins,fatigue,cramps,obesity,bruising,swollen_blood_vessels,,,,,,,,,,,,
Varicose veins,obesity,fatigue,swollen_blood_vessels,bruising,swollen_legs,cramps,,,,,,,,,,,
Varicose veins,swollen_legs,prominent_veins_on_calf,obesity,fatigue,cramps,,,,,,,,,,,,
Varicose veins,prominent_veins_on_calf,bruising,cramps,obesity,,,,,,,,,,,,,
Varicose veins,obesity,prominent_veins_on_calf,fatigue,swollen_legs,swollen_blood_vessels,bruising,cramps,,,,,,,,,,
Varicose veins,fatigue,cramps,prominent_veins_on_calf,swollen_blood_vessels,,,,,,,,,,,,,
Varicose veins,obesity,prominent_veins_on_calf,swollen_legs,fatigue,swollen_blood_vessels,cramps,,,,,,,,,,,
Varicose veins,swollen_blood_vessels,obesity,fatigue,bruising,prominent_veins_on_calf,,,,,,,,,,,,
